평점,리뷰
1,티켓팅 하는 어플이 무슨 이정도 사용자에 매일 서버 터지는건지 그냥 다른어플에 넘기죠
3,안되는곳이 많아요..현장에서 해야하는곳이 더 많아요
1,"원격 줄만 서려했는데, 왜 하는지 모를 페이 가입 하라는거 보고 회원탈퇴 후 삭제 합니다."
1,제주도 여행자들 연돈때문에 대부분 이 의미없는 앱을 받아 가입했을 것이다. 하지만 실제 20시에 예약할 확률은 없다. 1초컷 안팍인데 몇일 해보니 다 매크로가 먹는것 같다. 혹시나 중고나라 거래되는거보니 많다. 이런거 가지고 수수료 장사하지 말자. 쪽팔리다. 연돈측 혹은 테이블링 측에서는 이 문제 해결하지 않으면 머지않아 인플들 통해서 널리알려질것이다. 동일ip 혹은 동일계정 예약 횟수 제한걸거나 취소내역 지속 반복되는 어뷰징계정 몰수하면 간단하다. 방법을 강구하길... 그냥 서울 널리고 널린 맛집 돈까지집으로 가겠다. 그리고 리뷰답변은 다 똑같은 복붙. 지겹다. 진짜 중복예약 계정막아라. 소스 한줄만 추가하면된다. 중고나라 판매거래가 많다는거 꼭 테이블링측은 확인해라!!! 아니면 곧 망한다 너희앱은 참고로 제주한달 머물면서 매일 가족들이 다 신청했다. 한번도 안됬다. 무의미한 대답달지 말고 중고나라 판매나 막아라
5,요즘 세상 진짜 좋아졌네요. 잘 사용하고 있읍니다.
1,테이블페이에 폭탄이라...ㅋㅋ 돈독이 너무 올랏네요.
1,1개도 아깝네요 본인인증이 지속적으로 여러명이 되지않아서 시도도 하지못하네요. 그냥 연돈 예약하시려는 분들 이맵 설치하지마세요 스트레스만 받아요 그리고 어떻게든 별점 높게 주신분들만 답글달고 그럴거면 애초에 답글을 달지마세요 본인인증의견들 한개도 답변안하시면서 ㅋㅋㅋㅋㅋ
1,이정도로 장사속 요구하는 건 아니지 않냐? 가입없이도 되던 서비스가 오픈뱅킹까지 요구한다고 ㅋㅋ?
3,포켓몬 gps조작 하는것처럼 제주도 있는것처럼 조작하고 매크로 이용해서 예약 되파는 사람들이 있을거 같네요
1,테이블링페이에 가입해야만 사용가능해서 유료라고 봐야됨.
1,장난하는것도아니고 예약한번하려고 이상한페이까지 강제가입시키다니 최악입니다 정신차리세요
5,저 진짜 잘쓰는데 쿠폰같은거 있었으면 좋겠어여 vvip될 자신있는데 진짜루
1,UI사용성도 떨어지고 회원가입절차 또한 구식이네요 카카오와 같은 간편회원 가입을 받으면서 PASS문자인증을 받고 또 자체 회원DB생성을 위한 절차는 왜 또 받는건지
1,앱업데이트 안정성 최악
1,설치도 잘 안되네요. 뭐 이런 어플이 있나? 요즘도 이런 어플이 있다는게 웃낀다.
5,블로그에서 알아서 밥 먹으러 가는 길에 대기 거니까 도착할 때 쯤 바로 입장했어욯ㅎㅎ 신기방기
5,감사하게 잘 쓰고 있습니다 :) 좋은 시스템 감사합니다!
2,되퍌이를 위한 어플. 주1회로 같은 식당 이용 제한 두어야 합니다
1,개같이도 만들었네 설명도 제대로 없고 페이 시스템 왜 만든거냐
1,별한개가 아까운 어플이네요 카카오로그인하는데 카카오 아이디 비번을 다 적게 하네요 그럴꺼면 뭐하러 카카오로그인을 하나 카카오연동해서 자동으로 받아오게 해야지 연돈 예약 아니였으면 이런 쓰레기어플 받지도 안았습니다
1,페이든 뭐든 좋은데.. 페이가입이 되야 뭐라도하죠..
1,테이블링 앱 삭제하였습니다. 남기고싶은 말을 아래 리뷰분들이 말씀주셨네요 줄서기하는데 페이등록에 거부감이 들어 회원탈퇴 및 삭제하였습니다. 번성을 위해 사용자 피드백 반영해주셨으면 하네요
1,무슨 카톡으로 로그인을 아이디 비번 치고 패스로 인증해요...엄청 불편함
4,연돈을 줄서서 기다리지 않아도 된다는건 엄청난 강점같음. 그러나 연돈 예약은 실패..
2,서버시간 느린건 진짜 상상도 못했다ㅋㅋㅋ
1,업데이트하더니 실행이 안되네요! 신기해요!
1,뭔 요구하는게 이리 많은지ㅡㅡ 드럽고 짜증나서 안씁니다
1,줄서기 이용할려고 테이블링 페이를 가입하라고??? 정말더럽다
1,카카오 로그인 시켜놓고 이메일 비번 또달라는 앱은 처음이네요. 그냥 안쓸래요
5,맛집 줄서지 않아도 돼서 정말 좋습니다
5,남자친구랑 기념일이라서 고민 많이하다가 테이블링 어플을 접했어요 정말 덕분에 성공적인 기념일이될수있었습니다 앞으로도 자주 애용해야겠어요
5,직장인들한테 진짜 필템!! 점심시간 촉박한데 사람 많아서 맨날 시간 버리는데 이걸로 출발할때 대기 걸면 기다리는 시간 거의 없이 먹을 수 있음
1,ㅋㅋㅋ아 다됐고 카카오로 가입했는데 (카카오에서 로그인 알림톡도 옴) 왜 유저 정보를 찾을 수 없대? 카카오 연동하나 못하는 서비스 수준이 레전드다. 로그인을 못하니 탈퇴도 못해 ㅋㅋㅋ 개인정보 먹튀함?
4,잘 알지 못하던 레스토랑들을 많이 접하게 되었어요
1,폭탄 다써서 원격줄서기 불가능해지니 무쓸모 망할 테이블링페이는 어떻게 결제하는건지 설명도 제대로 안돼있고 가맹점도 자기넨 사용 안한다고 ㅋㅋㅋㅋㅋㅋㅋ
1,원격줄서기는 안되는데요ㅜ
1,원격줄서기에 카드를 등록하라니.... 참 X같습니다. 왜 카드를 등록해야 되나요??? ㅋㅋㅋㅋ
1,1초만에 모든 예약이 다 나간다고? 이게 가능한건가요? 기술적으로?
5,굿입니다 편한 예약 시스템이에요
1,매크로돌리는 습색기들때문에 못해먹겠음 연돈아니면 이 어플 쓸일도없음. 결국 당근마켓들어가면 매크로 돌려서 예약한것들꺼 사는사람 천지임.
1,정신이 아주 단단히 나갔음. 페이를 못하면 예약도 못하게 했네 ㅋㅋㅋㅋㅋ. 장사 그따구로 하면 좋아요? 왜? 돈이 그리 좋으면 투잡을 뛰시지? 잘나가던 앱 거지같이 만들고 운영하는 꼬락서니가 사람들 등 돌리게 만들기 딱 좋게 했네요. 하루 예약할라고 한달 치를 쓰라고? 너희들이 제정신이면 그런 소리가 나오면 안되는거 아니냐? 싫으면 안쓰면 그만인걸 왜 리뷰에서 이러는 줄 아세요? 느그들 그 더러운 속내를 알려서 사람들 피해 안보게 하려고요. 만나서 더러웠고 너희는 앱 같은거 만들지 마세요. 날강도가 따로 없네요^^.
1,처음 가입했는데 폭탄 왜 안줌요? 폭탄이 하나도 없는데 어떻게 예약하고 어떻게 폭탄을 얻죠? 어플도 존내 느려서 오류 겁나 나는거 참아가며 기껏 계좌 다 등록했는데 개어이없음 그냥 안먹고 말지 ^^ 개같음
5,앗싸 연돈 성공했읍니다!!! 네이버시계로 초 보고있다가 하면 됩니다ㅋㅋㅋ
1,테이블링페이 가입해야한다고 하는데 가입하기가 안열려요 어플 똑바로 만드세요
1,회원가입시 휴대폰인증 알뜰폰사업자 창에서 넘어가지가 않음
1,잘못된 토크 방식입니다라고 계속 뜨네요
1,아오그지같은거 진짜 스크립트난리하면서 되지도않고
5,잊을수없는 자꾸생각나는맛 재방문 역쉬 실망시키지않는맛@@@ 환상적인맛을 잊을수없어 다시 우쭈식량주문 반달만두추가 대구에납작만두라고~먹는방법까지 자세히 설명해주신 친절한직원분👍👍👍납작만두에 싸먹는재미가 쏠쏠 개인적으로 추천 맛~^^존맛탱 재방문의사 1000%!!! ㅎㅎㅎ 위생등급 매우우수 가게라고 하네요 안심하고 먹을수 있는곳 강력👍추천합니다
5,식당에 가면서 줄설수 있어서 편해요.
5,리뷰 처음 써봐요 ㅋㅋ저희랑 비슷하게 도착하신분들 입장하기도 전에 밥먹고 나왔어요 너무 감사합니다♡
5,기다리는시간 아까우신분! 이 어플 꼭 깔아서 사용해보세요ㅎㅎ
1,식당들에게 돈을 받으시면서 또 손님들한테도 이제 돈을 받네요? 잘쓰고있었는데..과한 욕심처럼 느껴지네요.
1,아니 이런 개같은 어플이 어딨음 예약을 안 받는 집이 이딴식으로 예약 쳐 받으면 가서 기다린 사람들은 뭐가 되는 건데? 만든 놈이나 쓰는 식당이나 머가리 텅텅 빈 것들.
1,그냥 줄서세요 돈내고 줄서라고 하질않나...원래자체의 목적을 잊은듯
1,앱 개 불편 인증을 몇번을 시키는 건지 카톡 연결해도 정보 땡겨오지도 못함
5,이 앱 진짜 신세계에요 완전 좋아요 이런거 있었으면 좋겠다 싶었는데ㅠㅠㅠ
1,회원가입부터 제대로 짜증나게하는군요
1,계속 설치 안되서 예약 못 함ㅎㅎㅎ
5,김나영 유튜브 보고 첨 알아서 써봤는데 진짜 편해요~!!!!
5,갑자기 페이가 생겨서 좀 당황스럽긴 했는데 써보니깐 사용하고 남은 돈은 인출할수 있어서 괜찮았어요~☺️
3,가고싶던 맛집 편리하게 다녀왔답니다~
5,원격줄서기 최고
1,이상한 폭탄 생기고부터 테이블링 없는 가게만 다닌다
1,테이블링페이 본인인증에서 남자여자 통신사선택을 눌러도 아무것도 안 뜹니다ㅠ
2,보증금 제도 상세 설명 공지 바람. 노쇼시 보증금 처리 방안 필수 공지!
1,가입 너무 귀찮게되있네요
1,개 쓰레기 어플이네요 인증하라고 해서 몇번이나 했는데 다음단계로 쳐 넘어가질 않잖아요 킹받아서 고혈압으로 뒤지라고 만든 앱인가요?
5,웨이팅 앱으로는 제일 좋음
4,부모님이 기다려서 먹는걸 싫어하시는데 보양식도 사드릴겸 맛집 모시고 가고싶어서 몰래 원격줄서기했어요ㅋㅋ 근처 카페에 있다가 바로 들어가서 성공적이였어요
5,페이 가입하라고 해서 좀 거부감 들긴 했는데 막상 써보니까 편하네요ㅋ 남은돈은 다시 내계좌로 보낼수있음
1,"서비스를 제공하려는건지, 돈버는데 눈이먼건지"
1,왜 오픈계좌까지 등록해야하나요 뭐 이렇게 바라는게 많음
1,줄만서면되지 뭔 계좌를 등록시키는 ㅡㅡ
5,맛집 방문 할 때 최고 \(^^)/
1,서버 오류 너무 심해요
1,원격줄서기인데 페이가입해라 등등 쓰레기 어플. 설치누르는 시간도 아까움
1,인생 최악의 어플 카카오톡 또는 페이스북 등으로 로그인 하라하여 카카오톡으로 로그인 이후에 별도로 계정생성을(이메일부터 개인정보까지 기입하여) 해야함. 이후의 결제 시스템관련하여 인증및 정보 입력또한 말도안되게 불편하며 과한정보들을 요구함. 사용할 생각 1%도 들지 않음.
4,바쁘다 바빠 현대사회!!...에는 이런 어플 필수임! 저번에 친구하는거 보고 바로 깔아서 애용중임다!
1,"앱이 언제 다 깔아지능교? 어제 깔기 눌렀는디 12시간이 훌쩍 넘었는디 아직 안깔리니 포기해야 하나,,,,,"
1,문자본인인증부터가 오류투성인데 뭐하러 이딴어플을 하는거지? 연돈갈라다가 빡쳐서 안가게되네
5,대기순서 미루는거 대박인듯 너무좋아요(^0^)
1,자체 페이를 쓰지 않으면 서비스 이용 못함
1,멍청한 부동산 소장이랑 다른게뭐냐 이상한거 만들어서 어르신들은 쓰지도못하고 먹지도못하게하는 어플 노노테이블링 한다
5,가끔 혹시..?하고 검색해보면 이게 있네..? 싶은 매장들이 있어요ㅋㅋㅋㅋ 신기해요
5,뭐먹지 찾을 때 좋은 거 같아욤! 감사합니다~
1,잘 쓰고 있었는데 이상하게 바뀌었네요
5,제주도 여행에서 유용하게 쓰고 갑니다
1,페이를 가입해야지 쓸수있네요 다운의 의미가없습니다
1,연돈 매크로도 못막을거면 왜만들었는지 ㅋㅋㅋ
1,"연돈 예약하려고 하는데 날짜 선택이 아예안됨, 몇일째...돈까스 먹고싶다"
5,처음가입하니까 폭탄주네요 ㄱ ㅐ🐶이득ㅎ 잘썼어요ㅎ
4,찐맛집만 있는 것 같아서 믿고 가볼만 한거같습니다!
5,이 어플을 아는 사람이 진정한 승자. 원격줄서기 한번 해보면 신세계 경험 할것.
1,진짜 얼토당토없어서ㅋㅋㅋㅋㅋㅋ돈독이 오를대로올랐네ㅋㅋㅋㅋㅋㅋㅋ줄서기하려면 자동이체걸어야하는게 말이야???돈에미쳐서 악수중에 악수를 둔듯 별점테러당한거보고 반성안됩니까?
1,폭탄 구매 안되나요? 굳이 페이로 결제 너무불편한데 받은폭탄 다쓰면 앱이 쓸모가 없어요
2,딱 10회사용하고 버릴 어플... 가고싶은곳보면 테이블링페이를 지원하는 곳이 없음. 제휴처를 늘리지 못하면 차라리 폭탄을 유료결제되게 해놓던가요
5,지금 몇 명이 대기중인지 떠서 가기 전에 미리 볼 수 있다는 점이 너무 좋아요.
1,좀 더 공신력을 갖춘 후에 페이를 개발하든가 해야죠...중요한 개인정보를 요구할 정도로 신뢰할 수 있는지 생각해보시기 바랍니다. 사용자들의 평가를 보세요. 경쟁업체가 없으니 이렇게 되나봅니다.
5,자주 가는 매장 사장님이 핸드폰으로 대기할 수 있다고 해서 다운받았어요ㅎㅎ 이제 요걸로 대기 걸고 가겠슴다헤헤
1,본인인증 무슨 수십번해야되나요 연돈한번 예약해볼려고 깔았다가 기분 잡쳤네요 무슨 10번을 인증해도 다시 본인인증해야한다고 무한 루프 만들어버리면 그냥 예약하지말고 꺼지란 소리겠죠 진짜 앱 관리자들 일 안하는거 눈에 보이니까 정신 좀 차리라고 말해주고 싶네요 아 이거 안보려나? 제발 연돈으로 앱 팔아보려고 하는거면 관리나 잘하세요
5,편리하고 좋네요
1,안드로이드는 안돼는건가요? 번호인증에서 안넘어가네요ㅡㅡ
5,아무래도 연돈에서 테이블링을 선택한 이유는 다 있겟죠?!
1,회원가입 할려해도 지금껏 써온 메일주소가 잘못된메일 주소로 나오는데 정말 답답 하네요
3,주소검색하면 다른 지역도 나와서 불편해요.
5,"뭐이런 좋은앱을 만드셨나요...? 남들 1시간씩 기다리고 앉아있는데, 저는 도착과 동시에 입장했네요. 저만 알고싶은 앱이라 어디다 후기도 안쓰고싶어요.많이 알려지면 안될거같은마음ㅋㅋㅋㅋㅋ"
4,포장주문도 곧 열릴 ㅇㅖ정인가봄? 빨리열리면좋겠네여~ 🤭
5,너무 편하고 신속해서 좋았습니다
1,와 이렇게 가입부터 오류가 많은 어플은 처음이네요
1,버러지같은 앱.. 이걸 왜 사용하노ㅋㅋ 계좌인증은 개뿔 1원 잘 받았다
4,친구가 알려줘서 써봤는데 진짜 원격줄서기 신세계네요 ㅋㅋ
1,오류도 많고 쓰레기네요;;
1,돈에 환장했네 사장님들 돈으로는 부족한가 폭탄 결제하면서까지 식사 할 곳은 안 갈거다 맛집 천지다
1,예약이나 잘 잡아줘라. 돈벌 생각하지말고.
1,식당예약 어플이 갑자기 왜 페이등록을 하라는거지요
5,원격줄서기 진짜 왘ㅋㅋㅋㅋ 너무 신박 좋은데요..?
1,리뷰왠만하믄안쓰는데. 줄서기하는데 회원가입? ㅇㅋ 근데계좌등록? 앵간히하셔야죠 기본도안되있는회사가 무얼하겠습니까. 일단회원모집하고 영향력키우고뭔짓을해야지. 회원가입과동시에 탈퇴를하게만드는재주가있네요
5,친구 네명이서 연돈 도전했는데 나만 성공함ㅋㅋㅋㅋㅋ 빡세지만 맛있었어요ㅋㅋㅋㅋ
1,오토프로그램있는듯...
1,어이가 없네 원격 줄서기도 마음대로 못하고 페이는 뭔데요. 비즈니스 모델을 한참 잘못 생각하신듯. 안쓰고맒
5,연동 예약성공ㅎㅎㅎ 테이블링덕분에 드디어 먹어봅니다
3,원격줄서기 짱짱 좋음!!!!!!!!!! 강추!!!!
5,다리 아픈걸 싫어하는데 제 다리 알을 지켜주시네요 감사합니다><
5,"와 진짜 왕편해욬ㅋㅋㅋㅋ 그동안 왜 줄서서 기다렸는지 모를,, ,"
1,본인인증 하려니 안되고 계속 먹통인데 왜그럴까요
1,줄서기 한 번 하려는데 본인인증까지 요구하네 ㅋㅋㅋㅋ
4,아.. 이걸 제주도 여행때 알았어야 했는데... 지금 안 내 자신....반성한다
5,줄서는거 극혐하는데 원격줄서기 해놓고 카페에서 기다리다가 들어가는거 ㄹㅇ신세계
5,줄안서도 웨이팅을 대신해준다니 정말 개꿀인것같습니당 ㅋ쵝오
5,ㅎㄴ 화이팅 앱잘쓰는중
1,개인정보를 너무 많이 가져감
1,너무 정보를 많이빼가요
1,"별점 주기도 아깝다, 페이결제 안하면 폭탄 안주고, 폭탄 없인 원격도 못한다? 웃기는 애들이네 자기들 폭발시킬 폭탄이네 아주"
2,흠;리플들보니 사용해야하는건가요~ 말아야하는건지요
1,가입절차복잡에 페이 계좌등록 강제네요. 이럼 누가쓸지
1,별표 0개는 못고르나요? 돈에 미쳐가지고 ㅋㅋㅋㅋ ㅇㅇㅊ가따로없넹
1,살다살다 줄서기하는데 이렇게 많은 정보 요구하는건 처음봅니다.
1,테이블링페이가 너무 불편합니다 강력 비추
1,별한개도 아깝습니다
3,값은 비싸나 맛은 좋아요 대기줄 관리 필요
1,줄서기하려면 테이블링페이가입하고 계좌연결ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 즉 시 삭 제
1,유저인터페이스 불편함 결제 비밀번호 입력 제약 좀 없애라 결제 등록 자체도 왜 하는거
1,뭔 결제시스템에 등록을 하라고 합니까? 밑에 평가에도 결제시스템 불만에 대해선 아무 답글이 없네 ㅎㅎ
1,설치후 가입까지 정말 복잡합니다.
5,서비스 만점 맛도 💯
1,별한개도 아깝다 왜 본인인증이 안되는건데?? 꼭 예약해야하는집이였는데 못했다 이 망할놈들아ㅡㅡ
4,"돼지들의,,,필수 어플,,,, 솔직히 배달앱이랑 웨이팅앱 모아둔 폴더 없으면 배운 사람 아님"
4,앞으로 테이블링만 쓸거같아요 근데 연돈은 실패함
4,리뷰는 실제 방문자만 쓸수있는거 맞나요??? 리뷰가 많은 매장만 믿고 갑니다!!
1,최악의앱 트래픽 관리 제대로 합시다
1,그동안 잘 썼는데 이제 사용할 이유가 ㅋㅋ
1,"작년리뷰는 댓글 정성스레 달더니, 요즘 댓글은 무시하네? 이런 쓰레기 앱은 삭제가 답. 영원한건 없다. 교만하지마라."
1,"ㅋㅋ오픈전부터 가게앞에서 대기햇는데 줄서잇는사람은10명인데 이 어플때문인지 대기인원은 200명이 넘더라고요?? 왜 이딴어플 쓰는지 잘 모르겠고 저하나 안가도 가게에 타격이없겠지만 테이블링 쓰는 가게는 이제 안가려고요ㅋㅋ 뭐 직접찾아가는사람 호구로아나.. 가기전, 이런 어플 있는지 몰랐던거 맞는데, 그나마 젊은층인 저랑 제친구들이 이런게 있는지 몰라서 피해본거 생각하면 저희보다 전자기기사용이 덜 편하신 어르신들은 어떻게 밥먹으라는건지.. 생각하니 기가차네요. 키오스크때문에 사회에서 외면받는 약자들을 더욱 소외되게 만드는데 일조하셨네요 축하드립니다 👍👍"
1,대기시간 100분 걸린다고 하고는 20분 뒤 5분내 입장못하면 취소처리하고 노쇼 패널티먹이는 개매너 어플
1,깔아서 쓸려다가 내 개인정보 다써야하고 내개인정보로 이상한짓 할까바 지움 여기말고 다른어플쓰세요
1,페이 가입하기 눌러도 창이 안뜹니다 어떻게 가입하라구요
1,테이블페이 수고하세요. 미련없이 삭제합니다.
1,유료화?되고나서 이건 뭐어쩌라는거지 이용할수가없네요
1,그냥 폭탄을 돈주고 파세요 테이블링페이는 포장밖에 안된다고 하네;;
1,"참 어이가없는 웃긴앱이군 원격테이블 예약좀 할려니까 카카오연결 아이디 만 하면 되는줄알았는데 로그인후 아이디 가입은 따로있고. 대체 이러면 카카오톡,페북 계정은 무슨의미야? 그냥 아이디 가입만만들어놓지 직관성은 장식용. 무슨 돌머가리 초졸 정박아들이 개발함?ㅋㅋㅋㅋ 근데 또 휴대폰 개인정보 인증? 그러나 이제 끝인줄 알았는데 테이블링페이 가입 인증? 뭐 이딴 역대 폐급앱이 다있냐? 기여코 개인정보 남김없이 뜯어가서 팔겠다는 드러운 심보 밑천까지 드러내는건가? ㅋㅋㅋ 나중에 이런 앱 서비스 망할때나 때가 대면 개인정보 싹 팔아치울려고 ㅋㅋ 대놓고 속뻔히 보이는 앱. 이런앱 진짜 구글에서 못내리나? 참 쓰레기같은 놈들이네."
5,믿고 쓰는 테이블링! 연돈 한방에 했어요ㅎㅎㅎㅎ쵝오..
1,원격줄서기 전에 미리 물어보던가.... ^^ㅣ바...
1,옛날엔 진짜 좋았는데 돈독오름
1,예약하는데 계좌등록은 너무한거 아니오?
5,이 어플 대박인게 내가 먹고싶은것만 골랐나; 다 먹고싶은것 뿐이네
1,음식도 친절하고 알바도 맛있어요
1,테이블링페이 가입자체가 안되네요ㅋ
1,업데이트하니 설치안됨
1,회원 가입 새로 하는거면 카톡으로 로그인은 왜 았나요? 카톡 정보도 털렸네
1,어플은 항상 유저프랜들리여야한다 돈에 욕심을 내는것이보이고 유저의권리를 침해하는순간 없어지는것이 맞다
1,회원가입부터 ui 그지같이 만든게 앱 사용 ㄹㅇ 개불편함;; faq 는 아직도 없고.. 탈퇴매뉴는 어디있습니까?
1,페이 생기고 유료전환 이후로 어플 삭제합니다
5,연돈은 못했어요ㅠㅠ 대체 누가 성공하는거죠? 비법좀알려죠ㅠㅠ 대신 고집돌우럭은 엄마 아빠 다 좋아하셨어요 완전 강추 꼭 가세요!!
1,실행이 안됨
1,최고의 앱에서 최악의 앱으로 바뀜
1,너무불편하게 하는 앱
5,사용하기 편리해졌어요.
1,알뜰폰도 아닌데 왜 인증 안댐 싯8진짜
5,만족만족중입니다 번창하세요!!
5,실 방문자 리뷰 볼 수 있는 것 정말 좋음
1,테이블링페이는 왜 강요하는지 이해안되네 ㅋㅋ
5,집근처 줄서는집 갈때 편해요
1,"기가찬다 잘나가니까 바로 돈독 올랐나 폭탄이 뭐냐 폭탄이 지네 페이 써야 5,000원에 하나 주고 원격줄서기 하면 3개를 소비하는데 장난치나 빈정상해서 안쓴다 테이블링 하는 식당도 다신 안간다"
5,짱짱짱편함!! ! 이제 이거 없으면 줄서는 식당 못갈고같아요 ㅜ_ㅜ
3,제주 여행때 연돈 도전해보려고 깔았슴당 제발 성공할수있기루ㅜㅜ
5,원격줄서기는 진짜 신세계다 세상 사람들 다 원격줄서기 깔아주세요ㅠ
5,무작정 기다리지 않아서 좋아요.
1,접속이 안돼요 왜 이런거죠...
5,이 앱은 찐 이시국템이다ㅋㅋㅋㅋㅋ 비대면 줄서기라뇨!! 대박스
5,이거 깐이후로는 여기에 검색해서 나오는 집만 가요..
1,오랜만에 쓸라니 그지 같은거 생겼네. 안쓴다. 퉤
1,줄서기 하는데 왜 오픈뱅킹까지 가입해야 하는지???
1,"예약하는 것도 유료로 바뀌다니? 테이블링페이로 결제 강요하는 시스템 진짜 폭탄이네요. 담당자가 회사 폭파시키려고 폭탄이라 지었답니까? 결제수단은 계좌연동밖에 안돼, 심지어 충전 금액은 최소 3만원부터 ㅋㅋㅋㅋㅋ 이용자 다 떠나가고 돈 얼마나 버시는지 봅시다"
3,핫플갈때편해여!! 굳이밖에서안기다리고 입장할수있음!!
1,돈에 눈이 멀으셨네요 ㅋ 테이블링페이? 적당히하세요 카카오같은새1끼들
1,페이가입하라고 우겨넣고있네..불편해.바로 삭제. 그냥 가서 줄서겠습니다
1,연돈 8시에 들어가자마자 마감됬네요. 매크로 의심까지 드네요 ;;
1,직접 와서 줄 서는 사람에게 엿 먹이며 성장하는 서비스.
4,이번에 알았는데 정말 편하네요~
5,진짜 찐 리뷰도 있어서 맛집 믿고갈수 있음 넘 편함
3,사용이 어렵네요
1,오류도 심하고 렉도 심하고
1,업데이트가 너무 잦아요
1,식당 줄에 페이 연동까지? 안 쓰고 말지
1,수익모델 기껏생각한게 개찝찝한 계좌정보등록이니? 대가리에 뭐가 차있길래 이런 쓰레기짓을 할까 ㅋ 당장삭제함
5,젊은 사장님이 친절하며 음식도 깔끔 정결하며 귀한 대접을 받은 기분리었다
5,굿굿 스마트한 어플이에용
5,친구가 제주도간다길래 추천해줘서 깔았음 진짜편함 제주도갈때 필수인듯....
1,"회원가입시 키카오 계정이 있는데 카카오 계정 아이디 비밀번호를 직접 쳐야하고, 의미 없는 과정입니다. 어차피 아이디 비밀번호 따로 또 만들어야하고 본인인증도 또 해야합니다 예상 대기시간이 30% 차이가 났습니다. 실시간 예상 대기시간도 없고 순서만 알려줍니다. 예상 대기시간과 차이가 나서 도착하지 못해도 방법이 없습니다 순서 넘기기도 없고 아이디어는 알겠는데 사용자 친화적인 요소가 많이 모자라네요"
5,이번 주말은 남편 데리꼬 테이블링 맛집 출동입니다ㅇ_ㅇ
5,요즘은 테이블링 안쓰면 바버~ 아닌가요?
1,폭탄같은 시스템 만들었으니 곧 망하겠네요
1,본인 인증 무한 버퍼링 ㅋㅋ 장난하나
1,어플 반응이 너무 느림
1,왜설치에 계속에러나요??
5,친구 추천 받아 사용하는데 괜찮네요
3,잘못된 토큰 요청 에러 고쳐주세요
5,천호동도 더 많이 해주세요ㅎㅎ
1,줄서기하나 하는데 계좌연결하라길래 그냥 지웠습니다
5,원격줄서기 아이디어는 진자 좋은듯ㅋㅋ.. 아이디어 빨로 별 다섯개
1,써본 사람은 왜 점수가 이따위인지 알것
1,어찌 5초 마감인지... 이건 정말 아닌듯...
1,카드 등록도 아니고 계좌를 등록하라니 이게 무슨 행패임???
1,연돈용 주변 gps이용해서 주위검색을 되게해주던가 이름치면 제주에서 서울까지 나옴 대단해 ㅋㅋ
1,오늘 업데이트 내용보니 곧 망하겠네요 수고하세요
1,연돈 한명 20시에 예약된다고 뜨는데 메뉴선택안되는건 뭐죠
1,"계좌등록이 신의 한수, 와우 포인트다."
1,하 무슨 처음 로그인하고 ux를 6번이나 거쳐야해 ;;
1,메크로 작작좀 못돌리게 해결좀하세요ㅡㅡ
1,업데이트.. 어이가 없네요
1,별 1개도 아깝다. 할말하않
1,굉장히 실망 사용자편의성따윈 개나 줘버림
1,ㅋㅋㅋ 스스로나락가는 페이 시스템
1,업데이트된거 보니 아주 돈독올랐네 페이에 가입해야 줄서기 할수 있게 제약두는건 페이가입자 늘려서 예약앱 독점플랫폼 하겠다는 수작이죠? 탈퇴합니다 걍 안먹고 말지 더러워서
1,얘네 페이를 써야함 드러워서 안함 전형적인 한국형 불편마케팅앱
1,일반카드결제 왜없냐 진짜별로야
4,핫한 음식점갈때 진자 꿀ㅋㅋㅋ
1,인증하라면서 ars 전화가 안음
5,그냥 줄 서는 것보다 더 안되긴 함 어쨌든굿굿굿굿굿굿👍👍👍👍👍👍😍😍😍😍😍😍
1,페이 강제 연동 싫어요
1,사용자수가 많아서 안된다니요; 참나
5,데이트할때 좋은거같아요 여자친구한테 맨날 이걸로 물어봐요
5,유용한 어플~~~~~!!!!
5,요즘 배민이랑 테이블링 제일 많이 쓰는듯?
2,페이스북 로그인 계속 풀리네요...
1,돈 많이 버세요 ㅋㅋ 안녕~
1,불편해서 바로 삭제합니다.
1,계좌등록이 에러 뜹니다ㅜㅜ
4,친구한테 추천받아 씁니다 굿굿
1,최악 줄서는데 내계좌가 왜 필요함
1,서울권만 있네요 그래서 지웠습니다ㅡㅡ
5,힘들게 와서 그냥가니 섭섭합니다
1,처음에 진짜 등록하는거 극혐
1,설치가안되요 대기중이네요이틀내내
1,예상 입장시간같은거 만들어주세요 6시간정도 땅바닥에 처박았네요
1,별점 하나도 아깝네요 폭탄은 무슨 이앱이 폭탄이네
1,들어가지지도않은걸 왜만듬?
5,배민 테이블링. 맛잘알 2대어플ㅋㅋ
1,최악의 업데이트ㅋㅋㅋ
1,개 롯같든 앱이군요ㅎ다신안쓰겠습니다ㅎㅎ
5,스무스한 결혼기념일 보냈습니다 감사합니다
3,지역설정을 할순없는건가요? 수도권기준으로 되어있는것같은데
1,테이블링페이와 폭탄제도 신의한수네요!!
3,이걸 왜 이제서야 알았나싶어요~
1,줄 서는데 돈도내는 미친 발상 ㅋㅋㅋㅋ 하루빨리 망하길 빈다
1,선택가능한시간이없다고만뜸.
1,줄서기 유료 엡. 돈내고 줄서야함
1,플랫폼 갑질 짜증납니다.
1,사기앱일뿐입니다. 절대 설치하지 마세요.
